Date,Source,Text
2021-05-28,YouTube Comment,i want a gas one used for about 10k30k is out of my budget love this car
2021-05-28,YouTube Comment,you can find used electric ones for under 8000 all day long though with a 100 mile range
2021-05-28,YouTube Comment,will they do an abarth version for blokes i dont think im strong minded enough to drive a 500 and all the abuse i would get off workmates and friends unfortunately the 500 is the go to girl car
2021-05-28,YouTube Comment,anonimushbosh dont need a manly car at all ive drove nothing but fairy normal hatchbacks all my life just the standard 500s are the quintessential girly girl car i have nothing against small cars ether i would love a honda e if i had the monies
2021-05-28,YouTube Comment,well done clever video as long as you just need a commuter theyre fine but if you do distance forget about it then you need two cars
2021-05-28,YouTube Comment,you could if you really wanted to fiat also addressed another shortcoming previously slow to charge the time for the 2020 500e is greatly reduced using an 85kilowatt charger the battery can reach 80 percent in a mere 35 minutes
2021-05-29,YouTube Comment,george090974 exactly this range argument is becoming moot very rapidly
2021-06-01,YouTube Comment,how many times a month you need to do more than 250km without stopping
2021-05-28,YouTube Comment,nice video lads kol you could spend an hour learning to brake with your left foot go kart style youll never look back wait do use your mirrors though
2021-05-28,YouTube Comment,cant wait to order one genuinely fun little car with a whopping 199 miles of range 😍
2021-06-01,YouTube Comment,199 is the wltp range which is good for comparing vehicles but isnt what youll get in real life count on 120 to 160 miles in mixed use driving depending on outside temperature and speed
2023-06-22,YouTube Comment,so driving normally under 55 milescqm hour you are really looking at approx 150 miles no more
2021-05-28,YouTube Comment,asked fiat to contact me for a test drive they didnt i got a seat mii instead not as sexy as the 500e but itll do
2024-05-06,YouTube Comment,what a great car for 22000 us dollars wait what its 35000 that a lot of bucks for an electric skate board
2024-04-28,YouTube Comment,amore i own a 2017 500e as my fulltime ride luckily it fits my commuter patterns as well ive owned numerous convertibles so will look at the 500e cabrio version in future zippy easy to park great accessories top quality so fun to drive
2024-04-27,YouTube Comment,soon we start our 50000km european tour in a 53 year old fiat 500r check it out
2024-03-22,YouTube Comment,as previous owner of a fiat 500 never buying a fiat they are made like junk and the most random stuff keep breaking pure garbage
2024-03-21,YouTube Comment,i bought one of the first ones a 2015 model i am still driving it 60k on the odometer i live in a city its range went from 95 down to about 6070now i drive an hour up to the wine country charge then drive back its fine i have another vehicle for road trips and i drive my old fiat 90 of the time i would definitely buy another one its the funnest fastest sportiest car ive ever driven i do know that other buyers have had troubles with their car i have never had any trouble i have replaced only the tires it goes through tires but i live on the famous super steep sf hills but after 60k miles my brakes still work fine i am just saying i love this car i would hope to buy a larger suv type electric in another couple years the key to preserving your car is simple always keep the battery between 2080 dont charge to full never run down to 0 of course i charge it to full before a long trip up to the country and a handful of times ive forced it to 0 or even a couple miles past zero emergency happen in 9 years of driving really never do that just saying if you need a computer car that you can park literally anywhere because it is so small this is a real winner i like have all that extra room in my garage
2024-03-18,YouTube Comment,isnt the range 199 miles i have one and love if
2024-03-14,YouTube Comment,the red fiat looks like a broken lipstick tipso cute i usually dont like red but this red is gorgeous i hope it comes as a gas car i am not into electric cars at all our electric grid is not enough for everyone to have ev cars
2024-03-13,YouTube Comment,ive always loved the little 500 😊 ice or ev
2024-03-06,YouTube Comment,i cant believe this turd is allowed in the us just goes to show you what joe biden thinks of his subjects marie antoinette said let them eat cake biden says let them buy crap and die on the highway
2024-03-04,YouTube Comment,price is the biggest issue although in the uk a 10 discount is freely available
2024-03-03,YouTube Comment,hope chinese evs shows up one day you can get mid size suv starting 10000 brand new
2024-02-24,YouTube Comment,this car should start from 25k
2024-02-16,YouTube Comment,just bring the abarth back to the us this cars specs dont work for the american market people typically have 1 car that needs to do short city runs and longer highway drives this 35k ev can only reliably do shorter drives it is completely ineffective in colder markets
2024-01-22,YouTube Comment,ive been looking forward to this for years but i was expecting juuust a little bit more power 8 seconds to 100 kmh is so slow i consider it dangerous i was sure this thing would have done 6 seconds sad pass
2024-01-12,YouTube Comment,still kind of pricey and poor acceleration times for an ev bring us an updated abarth e to the usa for around 28k then i would be tempted
2024-01-06,YouTube Comment,numerous true arguments and for me in austria the new fiat 500e has too little ground clearance it is too heavy looks too fat and is far too expensive at half the price the leapmotor t03 baojun yep or chery eq1 are more suitable for me and i will test them
2023-12-31,YouTube Comment,its not going to sell 34k is too much for an ev especially when you have ice vehicle that is cheaper people looking at this vehicle will end up buying an accord or civic
2023-12-31,YouTube Comment,yeah but 35k still going for a tesla this is a 12k car
2023-12-31,YouTube Comment,red thats a republican color no republicans will be buying this overpriced appliance you should have made it blue and for 16000
2024-01-15,YouTube Comment,red and blue are both nice colors on the 500 please drop the political slant if auto manufacturers make a good mileage and quality vehicle the company can sell at an affordable price for consumers the dealers dont try and over price it people will but it let the numbers of sales make the money for everyone
2023-12-29,YouTube Comment,this will fail eventually looks great tho shame about their business model
2023-12-28,YouTube Comment,we need more little cars like this around la
2024-03-14,YouTube Comment,we need more little cars periodi drive mostly by myself not lugging anything
2023-12-23,YouTube Comment,whyyyyy wont they make new abarths or bring the electric abarth to the us
2023-12-26,YouTube Comment,its so cute i just want a small ev
2024-02-07,YouTube Comment,because tesla is efficient i wish tesla would make a car in this similar size
2024-02-23,YouTube Comment,then buy one ill take the fiat
2024-03-29,YouTube Comment,no for 35k u get a fiat thats the point of buying a 500 😂
2024-04-08,YouTube Comment,the tesla insurance is so high because of total frame destruction upon damage the fiat is much more repairable and hence cheaper insurance lets look at the total experience of ownership
2024-05-08,YouTube Comment,updan not to mention the repair cost of owning a fiat also the fiat has no battery warranty
2023-12-20,YouTube Comment,first thing id do is paint the grill gloss black so it brought out its iconic smile 😊
2023-12-14,YouTube Comment,first gen fiat 500 was great but less dealers supporting fiat theyll test for battery condition for 600 to try to get replaced under warranty if they can say it doesnt qualify youre out 600
2023-12-20,YouTube Comment,i dont think its legal to charge you for warranty costs its up to the customer to realize youll lose 10miish from a 10yo ev
2023-12-10,YouTube Comment,the target market for the size is people who dont have room to park anything bigger but then the target market for the battery is people who can reliably plug in every day or two that sounds like a very small ven diagram of people in north america
2023-12-15,YouTube Comment,or people who dont feel the need to buy the biggest vehicle that fits in their garage
2023-12-09,YouTube Comment,we get this expensive overpriced car but we wont get the new ev renault twingo thats like 20k and arguably cooler
2023-12-09,YouTube Comment,nice car happy to see another fiat model in america still have my 2012 500 abarthand its never for salewill get the electric abarth when it arrives
2023-12-09,YouTube Comment,eventually when the repair cost is more than a low mileage used one 😅
2023-12-11,YouTube Comment,fortheloveofnoise9298i have a 2013 fiat 500 abarth as well an with almost 200000miles its not going anywhere as well its been across the us and i have had it since it was brand new maintaining it has never broke the bank and there hasnt been any mechanical issuesfailures
2024-01-17,YouTube Comment,mateorosas1272 im happy you asked if you have a 500 tubro500t abarth or a 500 after 2019 with the tubro as the only engine you must change the spark plugs at 30k intervals if not it will make the ignition coils fail eventually and cause a miss fire have the engine coolant and brake fluid flush i also recommend having your serpentine belt checked and it might need to be replaced just recently i have found out the aosair oil separator should be cleaned and gasket replaced along with the pcv valve at 40k one might not have any problems if pushed but if not taken care of can make one think they have a bad engine with light white smoke at a stop or idle it literally a 35 fixmaintenance in parts to make sure you 500 keeps running great along with your oil changes battery replacements and engine air filter changes this should help get you to 200k i happy to answer any other questions
2023-12-05,YouTube Comment,on board charger 115kw
2023-12-05,YouTube Comment,fiat says 11 so its probably 115 haha
2023-12-05,YouTube Comment,if fiat doesnt offer this in a cheaper option lets say equivalent or cheaper than the soon to be discontinued chevrolet bolt then theyre really doing themselves a disservice this thing could potentially sell amazingly well if it was cheaper since they are pricing it higher it could end up being discontinued rather fast just like the mazda mx30
2023-12-23,YouTube Comment,to be fair they dont seem to care this time the fiat ceo basically said they just wanna sell special versions
2024-01-07,YouTube Comment,its being imported from italy currently so they would probably have to manufacture 500es in north america to get the price that low
2024-02-11,YouTube Comment,the bolt is coming back in 2025 with even better range and faster charging im looking for a subcompact ev but 35k is insane
2023-12-05,YouTube Comment,i would love to have 2 motor all wheel drive
2023-12-05,YouTube Comment,sounds fun but then were adding back in so much weight because youd probably need a larger battery pack too
2023-12-20,YouTube Comment,its sad they didnt do it to the abarth version but theres also zero room under the car back there it has to use a torsion beam because of it but im sure people would be ok with losing the back trunk and seats
2023-09-16,YouTube Comment,fiat mini ev four seater with power windows ac will dominate in market
2023-06-29,YouTube Comment,unfortunately here in the us fiat doesnt have a good reputation
2023-04-08,YouTube Comment,yes it is the cheapest electric car and at the same time the poorest elcar in every aspect😉
2023-01-30,YouTube Comment,hmm a bit more expensive than i thought for the larger battery version certainly heading for the e corsae 208 price bracket
2023-01-18,YouTube Comment,anything less than a le prima and you have to pay for extra even for a fully adjustable drivers seat not heated its clear that fiat has pushed comfort standards asideeven tho they are charging 325k i really didnt like the la prima interior so i went for the icon 87kw with some extra packs my old fiat 500ss came with a fully adjustable seats and floor mats my abarth also had them as standard oh you also have to pay extra for floor mats instead fiat have wasted money just overloaded the car with tech most of which ive already turned off and find annoying as hell coming from my old abarth 595 competitione to a fiat 500e icon has definitely been eye opening and not in the best way the range is actually more like 145miles at least thats what ive found over the month ive had it driving mostly in range mode dont know how the hell she got 199 miles 😂not a chance
2023-04-27,YouTube Comment,ive just ordered a 500e red edition
2022-12-15,YouTube Comment,i have owned the q4 for coming up to 12 months now i agree with everything that has been said but audi do need to desperately update the software on the early cars there are a few glitches and a screen that comes on every time you start the car which you have to physically press ok to clear it regarding driving modes and range i have found it to be slightly better driving it in d mode than b mode especially now its getting colder for some reason audi do say its more efficient in d mode than b
2022-12-15,YouTube Comment,i have a 2014 fiat 500e now and i love it i definitely hope they ship the fiat la prima to the usa that car is my jam
2024-05-24,YouTube Comment,flash forward 1 year and the 500e is now being sold in the usa
2022-12-12,YouTube Comment,apparently the 500e is coming to north america im on the fence if this will sell or not sales of the 500 when it came back to north america in 2011 peaked during the first couple of years then slowly fizzled out until it made no sense for fiat to continue supporting the brand in north america customers simply went nuts with suvs and pickup trucks to the point that other car manufacturers dropped their cheap car offerings altogether with ford only keeping the mustang as their only car type vehicle
2022-12-31,YouTube Comment,do you know when the new 500e is scheduled to come to north america
2022-12-12,YouTube Comment,i think its very interesting that fiat is pushing so hard for reviews of these cars over a year after they came to the uk poor rhd sales perhaps could you please do a quick video showing where to safely put your left foot when driving thatd be great thanks
2022-12-12,YouTube Comment,while i have no sales numbers for the entire continent the fiat 500e has been in the top 5 of german new electric vehicle registration statistics for at least the last few months
2022-12-12,YouTube Comment,the range and price isnt good enough a lot of people are going to be forced off the road if prices dont come down and range doesnt increase
2022-12-11,YouTube Comment,great small car you havent got the dacia spring there its more cheap less attractive though
2022-12-12,YouTube Comment,unfortunately the spring isnt on sale in the uk where we are based
2022-12-11,YouTube Comment,i have a 52 year old 1970 500l quite a short range for very different reasons ill stick with that one
2022-12-12,YouTube Comment,i too want an affordable car the problem is that affordable cars dont provide the profit that todays automakers need to survive toyota motors can no longer survive on the profits delivered by a tercel or echo chrysler couldnt survive on the profits from dodge omnis todays stellantis surely can not do so either there wont be a cheap fiat 500e providing pete with an affordable car is not a concern to the automakers their job is to make a profit and give that money to the shareholders the automakers dont care if pete or anyone else has to take the bus
2022-12-11,YouTube Comment,whatever miles it says always reduce 100 miles out of it that will be the realistic range in any condition and also deduct futhuer 5 miles every year as your batteries are dying as well now you decide what car you want with that price
2022-12-11,YouTube Comment,take 100 miles off it you say thats funny because my bmw i3 has a wltp range of 137 miles yet i regularly got 140150 miles in summer and im currently getting about 120 miles in winter strange that oh and its 5 years old thats strange too isnt it
2022-12-11,YouTube Comment,if youre shopping in the preowned market want the 42kwh drivetrain and are not overbothered about tech the discontinued passion version was a good compromise at several thousand cheaper than the more upmarket versions
2022-12-11,YouTube Comment,ive had the la primanot by bocelli for a year and covered 11000 miles car has been perfect and all the self driving tech is amazing i can get about 160180 miles in summer and 140160 in winter over fast moorland roads and the lower echelons of the two are when hooning it 😂 its a cracking fun car to drive 062 8 seconds great chassis balance and its a 100kw motor not 87 as advertised thats only for low power mode 🙂 couldnt recommend it more to people and because its a fiat 500 no one expects it to take off the way it does theres few who will beat you at the lights and it even holds its on in the twisty stuff great machine and well worth your time and consideration
2022-12-11,YouTube Comment,the 42kw version is the only ev in the world with a cabrio that has a 300km range pity that the price went up from 30k in 2020 to 37k in 2022 what is great is that it is a 2 door ev and that makes it more environmentally friendly less material less weight
2022-12-11,YouTube Comment,could really do with the winter range as well as the manufacturers aspirational range
2022-12-11,YouTube Comment,too be honest a 24kw version will probably suit me fine am finding my peugeot e208 range quite generous not that am complaining 😁
2022-12-11,YouTube Comment,the higher spec 500 seems to make no sense to me i get that they are fashion statements but you can get a real usable car for that money mg4 springs to mind but there are others in the pipeline
2022-12-11,YouTube Comment,the mg4 has no cabrio version and the mg4 is about 400kg more heavy than the fiat 500e cabrio 99 of the time there is nobody sitting in the 2 empty seats in the back and there is no use for the 2 rear doors so what is a real usable car we use only 2 seats 100 of the time and 70 of the time we enjoy the openend cabrio roof
2022-12-11,YouTube Comment,chrispenn715 smaller cars appeal to a very large part of the globale market not everyone weighs 150kg and needs a 10 square meter car 😁 countries like china and india mostly use small cars specially in crowded cities and even most europeans ride around in small leightweight ice cars except maybe the germans but they to are starting to grow bigger and bigger 😉
2022-12-11,YouTube Comment,yall often forget most of the world drives on the right so that 3rd door option is pretty slick
2022-12-11,YouTube Comment,23k is enough for a small car just needs the bigger battery to make it a player once the small chinese evs hit in 2023
2022-12-11,YouTube Comment,my wife loves the fun look of the fiat 500 but i seriously doubt she would be happy driving one me id get a kick out of running errands around town in the cabrio model im surprised by the 24kw models range as my leaf had the same size battery and could barely hit 100 miles in ideal conditions
2022-12-11,YouTube Comment,100 miles is a fantasy its rated for 30 kwh100 miles here in america our ratings are closer to reality than the wltp ratings yall use accordingly the 24 kwh battery version would only have a range of 80 miles
2022-12-11,YouTube Comment,i love the wireless android auto in my iconworks flawless each time no issues makes me laugh how alot of ev cars are still wired only android auto yet these same cars have a wireless charging padwhere is the sense in that even the new mg4 has dated wired android auto when my lease is up in 17 month i wont be getting another car that is wired only makes a world of difference which if you have not used it before you will not understand
2022-12-11,YouTube Comment,charming as you are you lost me when you stated something like this is the cheapest car in the uk except for other 3 that are cheaper and also this is not available to buy now whats the point of it all madam nil points
2022-12-11,YouTube Comment,for everyone who does not knowalways ignore the offical rangewhen you get the car you litterally see the 199 range show up1 time then after that in summer you can sometimes charge to 170 miles or about 160 miles winter it is more like 140 to 150 mile range
2022-12-11,YouTube Comment,ev database states youll get around 145 real range im currently at the same mark with my 40kw gen 2 leaf im sure the leaf is also more efficient than the fiat
2022-12-11,YouTube Comment,caolkyle actually i was getting a full 170 when it was warmer weather in the weather we have right now im getting about 145155i got 155 the other day i keep a check on it it is 160 miles a week to work and back and when it was warmer i did not have to charge during the week right now i am charging once but only about 50 mile top up
2022-12-12,YouTube Comment,marklola12 is that in a leaf or fiat
2022-12-15,YouTube Comment,rule of thumb with evs is always 90 real world summer 70 real world winter take off a further 10 for motorways add on 10 for town driving only
2022-12-11,YouTube Comment,no point going for the 24kw version and go for the 42kw like i did tbh the icon model has everything you really need i got mine for 250 a month which includes maintience and it cost a extra 10 a month in that price for the black model as the free white colour was out of stock
2022-12-12,YouTube Comment,unless of course you dont do more than 75 miles a day
2023-01-05,YouTube Comment,dreador true but you have to factor in charging and how often you will need to charge and also factor in removing about 40 miles from the so called range the car has in winter
2023-01-09,YouTube Comment,marklola12 yeah i did thats why i said 75 miles not 115
2022-12-11,YouTube Comment,i have had the icon version on lease sine april great car only issue i have had was aload of warning signs and sounds and it turned out the 12v battery was defected and had case damage and was leaking acid all sorted and enjoying it again i am 6ft 3 and have tons of room i have to have my drivers seat as far back as it can go but there is only me in the car so its a non issue loads of leg and head room the front of the car is pretty spacious and helps having the big space where the gear stick etc would normally be the only thing i have really is the rear view mirror blocks a bit of sight but the icon version does not have seat height adjustment so not sure if that would fix that as the position its in is perfect for everything else seeing the speedo screen etc the previous car was a petrol ds3 crossback lease which had way less room at the front not much leg room or headroom and also i had to have the seat set at its lowest setting and the steering wheel set to its highest but i still had litterally 1cm gap from the bottom of the steering wheel to the tops of my legs so as you could imagine steering was not that good as my hands kept getting stopped with tops of my legs due to hardly any cap
2022-12-11,YouTube Comment,awful car no legroom in the back you can get a 2020 smart forfour eq for a lot less and has tons of legroom and only costs 15mth to service bad journalism when you dont do the full research
2022-12-11,YouTube Comment,the smart is crap and its a city car you dont need a lot of room
2022-12-11,YouTube Comment,aswin anbarasan agree but why offer a four seater which has limited use shame vag stopped making the upcitigomii that is a far better offering than the 500e more practical and a lot cheaper the 500e isnt worth the money
2022-12-12,YouTube Comment,ammaraihaan only problem is that they are still upmii a style free zone and most people for good or ill want a bit of style a year on and im still delighted with the 500e only real downside is lack of foot space but it give many smiles per mile to make up for that niggle
2022-12-12,YouTube Comment,bad journalism would be recommending a smart in a video about which is the best fiat 500e to buy
2022-12-11,YouTube Comment,i thought the seat mii and vw eup had stopped production or am i mistaken
2022-12-13,YouTube Comment,they have i think some dealers still have stock though
2022-12-13,YouTube Comment,benrgrogan thanks ben i noticed they had disappeared from the leasing companys listing i use late last year when i was considering a replacement for my old car
2022-12-11,YouTube Comment,far too much of this video focuses on features not enough of the car like how useable 24kwh is a lot more than reviewersauto journalists like to make is think
2022-12-11,YouTube Comment,a few months ago i bought a 21 plate la prima for my wife and she absolutely loves it we were going to get a new icon but couldnt find one without a long wait then the used la prima was offered its excellent great tech lots of toys and dead easy to drive
2022-12-11,YouTube Comment,an estate fiat 500 giardiniera was a badly missed opportunity
2022-12-11,YouTube Comment,1 cost 2 range 3 proper buttons for heating etc one day hopefully i will be able to get past 1
2022-12-11,YouTube Comment,your missing the smart car thats cheaper
2022-12-11,YouTube Comment,but their range is less than 62 miles100 km and they are smaller than the fiat 500e
2022-12-11,YouTube Comment,smart forfour eq has a lot more legroom in the back compared to the 500e and real life range is about 70 miles but it does have a smaller battery
2023-10-30,YouTube Comment,its a 42kwh battery not 85
2023-09-21,YouTube Comment,no dont buy electric to expensive and battery is rubbish and also its cheaper to fill up your car with petrol electric prices are going up so it will cost more to charge them petrol and also takes hours to charge its a massive no no keep to petrol
2023-06-19,YouTube Comment,738 the trackchange button is one of the rocker switches on the back of the steering wheel spokes the other sides the volume 😊 great review otherwise with excellent editing and care over composition and dialogue well done
2023-03-12,YouTube Comment,i have a question that is never addressed in these reviews are the indicators on the right hand side stalk
2023-06-19,YouTube Comment,lefthand stalk for indicators has a button on the end for deactivating the lanekeeping assistance which is useful lots of buttons back of the steering wheel has rocker switches for volume and nextprev track
2023-01-05,YouTube Comment,well seeing your asking would i have one over its rivals yes without a doubt but im a tall chap and i like a bigger car so will be setting my eyes after they are operated on for cataract removal on a skoda octavia self charging hybrid
2023-01-26,YouTube Comment,that is the only thing with the fiat 500 they only come in petite i do like skoda so im sure you will be safe with that choice
2022-12-29,YouTube Comment,im glad im not the only one that was surprised it didnt come with floor mats i was shocked when i collected my fiat 500e icon 87km that after paying for some of the extras packs they couldnt afford to add floor mats
2023-09-23,YouTube Comment,i thought it was yorkshire my favourite place to visit when i go to the uk
2022-11-20,YouTube Comment,that car looks like a suv next to you
2022-11-13,YouTube Comment,as an owner of a 2013 abarth 500 5spd and a 2015 abarth 500 6spd auto neither were a problem at all i am intrigued by this new forthcoming abarth 500 ev provided it offers improvements over the prior ice carsfor example is it quicker more torque irs improved interior front lsd and is it affordable
2023-06-19,YouTube Comment,were replacing our 2014 abarth 500c esseesse 160bhp with a topspec new fiat 500e equivalent of la prima less power and torque similar to a 14 nonturbo 500 lounge its going to be about two seconds slower 060 top speed some 30mph lower we never use top speed anyway but its a whole lot smoother and easier to drive without that awful gearbox no need for a limited slip diff as it doesnt have that surge of turbo powercant spin the wheels driving position is more comfortable seats are better its quieter and ride is smoother with the 400kg extra weight running costs will be a quarter or less our electricity is cheaper than in europe or the uk in nz we pay the equivalent of 6pkwh to charge at night when hydro power is plentiful our petrol is as expensive as yours fiat have oldtechnology batteries and motors compared to tesla so fiats ev is relatively slow and not as efficient my model 3 performance has 480bhp vs the 113bhp of the 500e yet the efficiency of the larger and heavier tesla is the same as the 500e and you can buy a used model 3 performance dual motor awd for the same money as a new 500e model 3 weighs no more than a similarlysized petrol bmw 3series awd thats probably why its such a great car multilink irs in the tesla compared to torsion beam in the 500e means theres not really any comparison in how the cars feel 500e will have that bouncy twitchy handling we know from the abarth drum rear brakes in the 500e the abarth 500e gets rear discs a bit more power 150bhp but costs even more is it worth it in the old abarth 500 compared to the lounge we had the difference in suspension tuning was obvious im not so sure that will be the case with the extra weight of the 500e platform the fiat 500e is also the same price as a brandnew basic model 3 which still has more than twice the power and 33 more range so its a nobrainer to pick the tesla better fastcharging options too reports of trim and build quality concerns are greatly exaggerated i dont think fiat will sell many 500e here basically its like buying an early nissan leaf but about five times the price and much more exclusive
2022-11-12,YouTube Comment,why do electric cars need a neutral
2022-10-27,YouTube Comment,took mine back after a week shocking battery life its a big no no went back to my petrol car
2022-10-29,YouTube Comment,hi john sorry to hear that can you elaborate on the battery life what was it like for you
2023-03-22,YouTube Comment,shetalkscars he is clearly making it up we have had laprime for half a year now and i just drove past the 5000 miles
2022-10-02,YouTube Comment,okay time to watch asa akira videos
2022-09-04,YouTube Comment,i really like it and i would love one but the price just rules it out for me looking forward to seeing the electric abarth next year i dread to think how much its going to be
2022-10-29,YouTube Comment,i like it too i think if you can get it salary sacrificeleasethrough a business it helps with the cost a lot its honestly one of my favourite small evs i think the abarth will be pricey lets see
2022-08-27,YouTube Comment,in australia were punished buying electric we get slammed with a higher tax the government are working hard to prevent evs incoming so fiat hybrids havent even been released im waiting for the day i can finally own one of these
2022-08-25,YouTube Comment,0412 that boot isnt looking small from where im looking 😏
2022-11-22,YouTube Comment,shetalkscars i may need some convincing thats hands on 😜
2022-08-14,YouTube Comment,i love everything about it but the price thankfully fiats dont hold their value ill wait 3 years and buy it used for 10k by then all the caveats and boo boos should be known
2022-09-28,YouTube Comment,second hand cars have also a second hand batteries the most expensive part of the car
2022-09-28,YouTube Comment,pt020 in 510 years you can buy one dirt cheap and put a good battery in it they wont just throw away the car who know there might very well be a different battery at tenth of the price of todays lithium banks
2022-10-29,YouTube Comment,not the same in the uk used car market is very inflated at the moment and going to take some time to go back down electric cars seem to hold their value quite well at the moment
2023-03-22,YouTube Comment,piconano in 510 years you can buy one dirt cheap and put a good battery in it lol you know the car price is due to batteries currently being very expensive biggest cost is in the battery so if you pay for new battery then its back to square one some people
2023-06-19,YouTube Comment,johns4651also on the bright side the batteries in these newer evs have temperature management and arent worked as hard as in the early nissan leaf so the 500e will probably retain its capacity well and therefore retain good value on the used market especially compared to petrol cars
2024-02-25,YouTube Comment,now in feb 2024 the uk secondhand ev market has dropped considerably and getting a 20212022 fiat 500e is running at about 12 of the original purchase price we are hoping to get one real soon as with the price down to that level they really do represent a bargain all the talk in the comments here about batteries failing is complete nonsense fortunately so we have no issue getting a secondhand car and have full confidence that the battery will last the full lifetime of the car thanks very much for the review
2022-08-08,YouTube Comment,i have a celestial blue icon i love it more than any car i have ever owned
2022-08-09,YouTube Comment,lucky lady theyre brill glad to hear youre enjoying it lovely colour too
2022-07-06,YouTube Comment,fiat has done it again another winner for a fun nippy and sharp looking small ev we need more small urban evs why hoard the battery resources when we can share with other evs i have a 2013 500e and i love it i get a range of 201 km i get a full charge in 2 hours it doesnt have dc fast charging but i dont need it as level 2 charging can get a full charge in 2 hours the best feature about this ev is the amazingly small turning circle this particular 500e was only available in california and oregon from 2013 to 2018 as a compliance vehicle for chrysler to sell their ice vehicles in the us they actually lost 14000 selling each ev i am disappointed that fiat will not import any vehicle to north america anymore including the 500e so sad you guys can enjoy the car in the uk and eu
2022-07-16,YouTube Comment,thats sad although north america does get some cool cars that the uk doesnt maybe fiat will bring something else ev to north america in the future
2022-12-31,YouTube Comment,shetalkscars fiat has just announced in the la auto show that the 500e will be available in 2024 in north america way to go fiat i suspect they will sell a lot of 500e in urban centres but in rural areas its a different ballgame a longer range suv or pickup ev will be a better choice if the charging infrastructure can improve from its present status quo ie a lack of functioning charging stations in town and along major highways
2022-06-25,YouTube Comment,i love fiat 500s
2022-09-13,YouTube Comment,shetalkscars i had a 2 cyl twin air here in oz it was great except for the shitty dualogic transmission bought a new polo but its a bit of a non event and frustrating with practically everything wish the 500 didnt cost me so much in the end got scared and sold it
2022-06-13,YouTube Comment,i love mine just had a 550km ride to amsterdam fully charged in ams during my visit there plus a short coffee stop did the job for only 21 amazingly cheap compared to fuel nowadays last but not least fully deductible win win situation
2022-06-11,YouTube Comment,first review ive heard someone mention the red option thank you 😊
2022-06-08,YouTube Comment,gorgeous what colour have you gone for jay lovely car
2022-06-08,YouTube Comment,shetalkscars we have gone for the sky blue or celestial blue i dont know what its called in english 🙈 we just looked at it today and its awesome although the 12v outlet in the trunk is missing and the lock buttons on the passenger side and trunk door but that was to be expected we just waited 3 months for it which is awesome because we will drive it to our holiday destination in july fun fact the hole for the 12v outlet in the trunk is there its just covered with a plastic lid we asked if the dealership can build us one inside we will see 😊 the color is incredible in real life was definitely worth the 2000 extra 🙈
2022-06-09,YouTube Comment,jano1998 oh beautiful that colour is gorgeous ah thats a shame but glad they could find a solution for you enjoy your holiday
2022-05-21,YouTube Comment,class ironic that the two most desirable evs on the road today are the fiat 500e and the hyundai ioniq 5
2022-05-12,YouTube Comment,bought the 118 hp 500e passion 6 months ago in rose gold and love everything it range is about 160 miles with a light foot in mixed conditions including a lot of 60 mph driving and always in onepedal range mode chose the fiat over its rivals because it has analogue controls and paid under 25k for mine
2022-05-03,YouTube Comment,awesome review abi love the history youve added into this review and the details on the 500e is really good i do like the design loving your reviews lately presenting details and video production is ace 🙌
2024-05-31,YouTube Comment,wilsonyou are a paid shill to promote ev crap
2024-05-09,YouTube Comment,no one wants evs
2024-05-09,YouTube Comment,mac master is killing you on views 😂😂😂😂 evs are rubbish you should be embarrassed
2024-05-09,YouTube Comment,fantastic car fiat have engineered a premium product that actually feels like it deserves that price tag
2024-05-07,YouTube Comment,very cute looking car
2024-05-06,YouTube Comment,the fiat 500e 28k to 14k in 1 year after 1000 miles driven however the arbath 595 14 tjet 24k to 18k in 1 year and 5000 miles at 40mpg the petrol for the 595 will cost 700 charging the electric will cost 220 at home or 500 at a motorway facility the 500e is great if you want to get rid of money
2024-05-06,YouTube Comment,how much have the electric car lobby paid you to speak positively about their scam vehicles
2024-05-03,YouTube Comment,fiats 😂and then a fiat ev 😂😂
2024-05-02,YouTube Comment,30000 for a car id want to live in it for that only use for that battery too
2024-05-02,YouTube Comment,34k for a fng fiat
2024-04-30,YouTube Comment,im amazed he doesnt think electric cars are just as lifeless as ladas if not more so
2024-04-13,YouTube Comment,ive only seen this advertised in two colors pink sorry rose gold and luckily there is red but its from project red which is for hiv research so i dont know how a str8 male could survive the ribbing driving the gheyest car of the century lol
2024-03-25,YouTube Comment,it needs to come down in price 4200000 canadian all taxes in is too much for a sub compact
2024-03-24,YouTube Comment,contact quentinfairchargecouk glad you like it 😎
2024-03-11,YouTube Comment,what an embarrassment to drive
2024-02-05,YouTube Comment,finger in throat reviewer no mention that there is no space for your left foot so dont try any long journies in this milk float 32000 for a 2 seater in which he praises with grear aplomb and then criticises it for having cheap plastics and he is so into cars he couldnt find the volume control from most reviews i have read on the fiat 500e you would be lucky to get 150 miles out of a full charge they are a nice little town car but no more than that but a very expensive shopping trolley
2024-01-31,YouTube Comment,so lets get it sorted the cheapest 500e with a wltp of 118 miles 😂 is 28k the same car with a 10l hybrid that has a combined mpg of 61 is 16k now it costs 10p a mile 135 for petrol so so you can go 120000 miles for on petrol for the extra 12k so whats the point seriously even if your on a super cheap ev deal with your electric supply and never ever go to a ripoff charger it will cost you more still have all the drawbacks of a ev dont pretend theres none because we all know the truth
