Date,Text,Car
2020-11-17,add some night driving would be nice to see the interior light and more importantly the headlights at work good or not,Peugeot e2008
2020-11-17,if you buy the 12 petrol turbo with autobox which is sweet with a 500 mile range filled upwhy would you buy this,Peugeot e2008
2020-11-17,i have been waiting so long for you guys to do a review on this car thank you very much no doubt its a lovely car but you are dead right its a transition car i would definitely wait for an updated version in a few years time to see what improvements have been made for distance and the inclusion of a reversing camera ,Peugeot e2008
2020-11-17,there is a reversing camera this guy didnt even bother opening a booklet to see all options you can get a basic electric you can have a camera there are so many incorrect things he said in this review,Peugeot e2008
2020-11-17,forkemuffin good to know thanks for the reply probably best to test drive it myself before making any sort of conclusions after reading up on the car the gt line definitely has reverse camera not sure why he said what he said a lot of incorrect things in this review which is disappointing,Peugeot e2008
2020-11-19,i thing this reporter car petrol dont know this car,Peugeot e2008
2020-11-19,forkemuffin yes,Peugeot e2008
2020-11-17,how about a comparison between this and say the mg zs ev to show how a cheap ev suv compares,Peugeot e2008
2020-11-17,you need to take into account after sale network resale value ,Peugeot e2008
2020-11-17,"for the first time a deslike from me
about the range this was based on the driving style from previous drivers from other tests and from owners the range is good
i think is not an issue if the car was build for being compatible with a combustion engine as well",Peugeot e2008
2020-11-17,a on paper a zoe ze50 gives you much more value for for money than this,Peugeot e2008
2020-11-17,i like the 2008 ev but i think the battery is to smallit needs more range,Peugeot e2008
2020-11-17,im with robert on the upspeccing of evs i tried to spec a skoda enyaq up to the level of my humble mg zs ev with sunroof and intelligent driver aids it added 8k to the base price which didnt even include keyless entry,Peugeot e2008
2020-11-17,not the best look fiddling around the front of your trousers to activate the key specially an ole codger like yourself lol,Peugeot e2008
2020-11-17,"_
_                                                                          not   not   not            peugenot
_
_
_
_
_
_",Peugeot e2008
2020-11-17,you can go into the settings and switch the green strip off ,Peugeot e2008
2020-11-17,love your honesty keep up the good work,Peugeot e2008
2020-11-17,"no fault of roberts but these mid size front wheel drive suvs based are becoming really samy

was musing today zoe ze50 powertrain in a kangoo or caddy sized van how exciting would that be",Peugeot e2008
2020-11-17,"3008 is the one to wait for 

some focus issues here with this production",Peugeot e2008
2020-11-17,"i am more venal than robert i tend to calculate the financial mpg equivalent  which is more relevant for me 
at 35 mpkwh and a 8p cost per kwh and a gallon price of 5 ish its over 225 mpge ",Peugeot e2008
2020-11-17,"the reason why this cars are always top notch trimm option is because theyre still a niche market for more heavy wallets 
the presenter has a point why dont we see base of the market electric cars 
ill answer because they are still too expensive for the average buyer

the typical buyer is top middle class owns his house not flat and can compromise their life style 

im a big fan of electric cars butstill too expensive and not suitable for me explanation made above",Peugeot e2008
2020-11-18,"toxicbatosss do you really believe that it sounds to me a little bit of propaganda coming from all ev manufacturers 
the point is traditional car makers have to put lots of money into rd now making then bleed in their financial reports  cue loss into mainstream media
in essence they are losing money mainly because this is still a niche marketto make a profit they need to start selling in the millionsbut you wont because its a niche still",Peugeot e2008
2020-11-17,again the wrong conversion from whmile to whkm every heard of learning from ones mistakes cmon guys,Peugeot e2008
2020-11-17,i cant believe that they dont have a reversing camera younger drivers in new zealand will struggle with this fact,Peugeot e2008
2020-11-17,there is a reversing camera maybe not in his test car but its available,Peugeot e2008
2020-11-17,"i have this car and regularly did around 200 miles during the summer around the city

we did a long trip to somerset from london and averaged around 60mph and got 155 miles of range 

in winter so far were getting around 185 range 

its our first ev and we really like it its a lease and now that weve had it well be getting something with 200 

if all you do is mostly city driving then youll easily get above 180 miles of range across the year 

ignore roberts crappy review car",Peugeot e2008
2022-03-26,i think also teslabjörn got quite good efficiency so either car was faulty in this test or something wrong in testreview,Peugeot e2008
2020-11-17,you missed the 1 major problem with peugeot which is the glove box they are too lazy to move the fuse box with the steering wheel so the glove box is pointless i ordered an e208 which we were expecting on the 20th thats only a few days away and they still havent even made it so i expect a lengthy delay but our dealer hasnt been any good and we tend to have to do the chasing for updates,Peugeot e2008
2020-11-17,looks and appears to be an electric car they had to do to be credible rather than want to do  shame,Peugeot e2008
2020-11-17,they only offer that level of trim to justify the inflated prices,Peugeot e2008
2020-11-17,the government needs to rethink the subsidy available to private buyers company car drivers get 0 bik every year of ownership private buyers get a one off  3k  grant,Peugeot e2008
2020-11-17,it would be nice to see whats under the bonnet,Peugeot e2008
2020-11-17,get my gt e2008 on the 30th of november already ayer hearing you im really worried about the range but i have a friend in sweden thats running a 208e and hes getting 320km normal driving so hopefully mines going to be better than 150,Peugeot e2008
2020-11-17,dont worry range drops a lot when you pick and drive 140kmh or more and car adjusts the calculation he picked a car and had a review without even bothering to investigate property you made a great choice its a fantastic car and the range is good,Peugeot e2008
2020-11-17,forkemuffin thank you very much for your reply its greatly appreciated ill let you know how i get on in future thank you again,Peugeot e2008
2020-11-17,pathetic range due to too small battery  low efficiency the new mg estate looks like a much better bet if you are looking for this size of car,Peugeot e2008
2020-11-17,veggies want a sausage to look like a sausage and taste like a sausage but without the meat i want an electric car to look like a car and not be snobby about electricity,Peugeot e2008
2020-11-17,another tank on the road necessitating other cars be built like tanks  if that thing hit you youd know about it ,Peugeot e2008
2020-11-17,other than vw hyundai  porsche the only reason to get a non tesla ev so far is i like that brand,Peugeot e2008
2020-11-17,love robert but the rant about the different specs is bizarely wrong petrol or electric you get the same options of specs so why rant about the fact you have been given a high spec one to test drive of course you are always given a car with everything loaded on it they want you to like it you can fine low spec models that are cheaper its strange you would pretend otherwise,Peugeot e2008
2020-11-17,also it does over 150 miles easily in the winter its almost like you made it out to be a bad car not sure why all these strange trumpian facts to follow the narrative its a transition car its a perfectly useable and one of the best on the market for the money,Peugeot e2008
2020-11-17,my gt line came with a reversing camera and lane assist as standard also when fully charged my range is showing 185 miles although i am probably getting 140 in reality,Peugeot e2008
2020-11-17,"great to see a car i helped design on the road
the car is made on the same line as the petrol and diesel models there are definitely compromises to this but the advantage is that you can flex from 0 of the cars being produced being electric up to 95 as an example of this we expected to start at 25 being electric but its currently running at 145 and thats on psas highest volume line",Peugeot e2008
2020-11-17,440 slight math mistake 290 whmile is not 466 whkm 466 whkm would be horrible if true if 290 whmile is true then it should be 181 whkm,Peugeot e2008
2020-11-17,ok got it peugeot bad chinese mg the best car ever yeah right,Peugeot e2008
2020-11-17,sadly peugeot has zero support where im from and its asian counterparts are much better quality so its gonna be a miss for me quite a shame though cuz i quite like the way it looks,Peugeot e2008
2020-11-17,if my renault kangoo ze had a 100 kw battery instead of its 33kw and held 200 winter range here in gloucestershire for back lane drives you open it up by taking the panel out behind the drivers seat i would keep it for more than its current 10k instead of wanting to upgrade to a cyber truck as soon as love the channelthanks,Peugeot e2008
2020-11-17,you touch your thing and the car unlocks wow,Peugeot e2008
2020-11-17,"no it was not adapted it was built from the start to be either petrol diesel or electric psa has the opposite view of vag on evs on that matter
the wltp range is the same for every ev theres been tests on the e2008 that show 300km 200 miles lets be honest too much talking as well",Peugeot e2008
2020-11-17,i know it isnt available in the uk but the new twingo ze is pretty bare bones the base level zen doesnt have all the bells and whistles and here in italy can be bought for about 11k i think you said you now have a dutch presenter and they have them there so it might be nice to get a review yes it is still agnostic not a ground up ev but i think youll like it nonetheless,Peugeot e2008
2020-11-17,in the past 10 years the nose of cars and trucks have been getting fatter and fatter why is that is it some kind of modern aesthetics  coz it doesnt add to it aerodynamics,Peugeot e2008
2020-11-17,so many of these not very appealing slow uneconomic midrange evs are basically 30k making the model 3 at 40k seem like a good deal hoping prices push down but until tesla reduce the model 3 to 35k or less or come out with a model 2 why would they ,Peugeot e2008
2020-11-17,please check your efficiency figures at 4m39s   290 whmile 466whkm  it uses more energy to go less distance  290whmile is a touch over 25 mileskwh  ,Peugeot e2008
2020-11-17,kwh and range so a good ev will use 1 kwh to go 34 miles petrol and diesel have about 910 kwh of chemical energy per litre which in a fuel efficient car may do 10 miles or as low as 5 miles the latest landrover defender does petrol 20 miles to the gallon 5 miles to the litre12 mile to the kwh the reason is simple most of that chemical energy is wasted as heat and friction and air resistance about 80 where as only 20 of an electrical energy is wasted in things like friction and air resistance,Peugeot e2008
2020-11-17,"its just a bigger e208 same battery size same motor same interior features      
the only difference  less range and more expensive not a great deal imo       
with incentives the e208 is not bad with less range range but a better charging speed than the zoe 1000 optional dc plug the e2008 however  its on the price range of the korean ev suvs and it loses the game here",Peugeot e2008
2020-11-17,"peugeot is one brand ive always thought is just pure ugly 
theyve defo had a new designer take over their cars are looking really good the now",Peugeot e2008
2020-11-17,your conversion whmi  whkm is off instead of dividing you multiplied 290 whmi is closer to 180 whkm not 466,Peugeot e2008
2020-11-17,440 bless the heart of whoever keeps multiplying the whmi by 16 to get whkm instead of dividing ,Peugeot e2008
2020-11-17,exactly i think they need to get a new calculator,Peugeot e2008
2020-11-23,stephenholland5930 or use logic while operating the one they already got ,Peugeot e2008
2021-01-08,"
                                                                        
                                                                       not   not   not         peugenot

",Peugeot e2008
2020-11-17,it looks like a crossover,Peugeot e2008
2020-11-17,this or the e208,Peugeot e2008
2020-11-17,hello nedc 310km wltp,Peugeot e2008
2020-11-17,"about the transition car stuff i have to disagree with you the consumer has to transition to electric as well so i think its good that it still feels familiar to them 

for example i am waiting for a an electric saloon car such as the 508 that doesnt look like a kitchen appliancespaceship",Peugeot e2008
2020-11-18,the pricetag for is not transitioning however thats a shame,Peugeot e2008
2020-11-18,"honestly making a transition car in any case is a bad move evs are interesting because they are not bound to the internals of ice so interior shapes and exterior shapes can be drastically different which makes them feel interesting and new from a new ev i at least expect 500 km range and 150kw charging so far only a small portion of evs managed this

many evs made in 2020 were there mainly for regulations lets face it otherwise they would have waited a year with way more range and charge speeds this includes id3 4 and also the 208 and 2008 especially horrible evs like the hondae and mazda mx30 show that these are just statement cars not actually viable cars made for everyday use",Peugeot e2008
2020-11-26,im waiting for a decent shooting brake  the mg5 is a choice of 1 only,Peugeot e2008
2021-02-01,cyans i disagree many are not interesting they are just ugly many car enthusiasts detest the johnny 5 design mentality that seems to prevail with evs too we want a car that looks like a proper car but uses electric as the power source transition cars are a great idea particularly if they get people like me to buy them they sell well and help steer designers away from the novelty toy designs they are churning out because if all i had to choose from was id3 or model 3 type cars with their revolting interior ui design i  would have to be dragged away from my ice cars kicking and screaming,Peugeot e2008
2020-11-17,150 to 200 miles range may be enough in englandits not even close to enough where i live even during the summer let alone winter just a trip down to see my daughter and her husband is 240 miles one waywith hardly any ev chargers worth using bunch of old 50kw useless ones along the way i would really need an ev with say 400 miles of range in the dead of winter to completely replace any ice vehicles i ownhopefully that day isnt too far away,Peugeot e2008
2020-11-17,great stuff i watch several youtube videos on how to trade in the stock market but havent made any headstart because they are either talking some gibberish or sharing their story of how they made it and i do not want to make mistakes by taking risks in my own hands,Peugeot e2008
2020-11-17,have you considered consulting an investment advisor or using a portfolio manager,Peugeot e2008
2020-11-17,"jakethompson8737 
hi no i havent do you know any or can you point me in the right direction",Peugeot e2008
2020-11-17,jakethompson8737 i want to go into stock but i need a certifiedregistered professional who will guide and handle my account,Peugeot e2008
2020-11-17,vargaskenneth8837 1 agatha christine robinson  search her on web she is very popular,Peugeot e2008
2020-11-17,jakethompson8737 ok just found her website impressive thank you,Peugeot e2008
2020-11-17,jakethompson8737 agatha  is one of the trader i have ever worked with in the past few years she knows how best to deal with whatever market situation,Peugeot e2008
2020-11-17,what does any of this have to do with electric peugeots seems just like spam comments,Peugeot e2008
2020-11-17,the human is color specific in its response to light blue is the worse color light they could use red would be best,Peugeot e2008
2020-11-17,okay 32777 x 12  39332290  135 mpge not 180 mpge i still have no clue what you are doing,Peugeot e2008
2020-11-17,another halfassed ev from people who dont care,Peugeot e2008
2020-11-17,totally agree peugeot are a bunch of hedge sitting time wasters,Peugeot e2008
2020-11-17,32777290  113 mpge i have no clue where you are getting 180 mpge from it is a simple equation really as 327 watt hours per mile would equal 100 mpge unless your english miles are different i need to look up your imperial gallons,Peugeot e2008
2020-11-17,it would be nice to have a head to head test and comparison with the mg zs ev as its similar spec for far less money,Peugeot e2008
2020-11-17,i really like the new peugeot cars but would never buy the electric versions,Peugeot e2008
2020-11-17,i appreciate you drive loads of cars so cant know all the options this is for your viewers from an owner who has done 3500 miles so far  much better than my last car golf gte the dashboard lights are dimmable and the colours can be changed easily there are two trip meters on the end of the right stalk giving range speed and mileskwh there are 3 power levels defaultnormal with the option of approx 10 although i would like another 50 miles of range i always get about 150 miles unless i drive it hard the range is really quite accurate to your driving style so as you say yours is a journalists car i hope this helps,Peugeot e2008
2020-11-19,but he is right about no back camera,Peugeot e2008
2020-11-19,i actually have the rear camera that also shows the ground around the car  180 degrees  as i reverse standard on gt line and gt probably not set correctly as it has options like auto zoom to show aerial view of the bumper btw its possible to configure and save most things for 3 users or just stay with factory i think a previous user has just been playing,Peugeot e2008
2020-11-20,oksyar the gt line has a reversing camera and a heat pump lol,Peugeot e2008
2020-11-17,dear sir a point well made you only get an e20008 in the gt trim which makes electric cars too expensive for the motability scheme  there shouldnt be a scheme for peoples mobility we have the equality act 2010  peugeot are in fear of customers opinion on evs so they use pricing and trim level  as a weapon in response to being told what to do from a politician  good review thank you,Peugeot e2008
2020-11-17,one has to wonder if buying a french ev is any wiser than buying a french petrol car,Peugeot e2008
2020-11-17,im assuming you get your vehicle price from the press pack however 28650 is incorrect on the peugeot website it has the base active version with electric drive train for the otr price of 32065 29065 with grant and the gt line is 35915 32915 compared to the petrol auto versions of this car these vehicles have a premium of 24 and 17 really stretches the definition of way better ,Peugeot e2008
2020-11-17,love the mountains at 220strange that never seen them around evesham before,Peugeot e2008
2021-01-08,"
                                                                        
                                                                       not   not   not         peugenot

",Peugeot e2008
2020-11-17,really interesting we looked at this car recently but went for the mg in the end so glad we did ,Peugeot e2008
2020-11-18,what makes you choose mg im guessing zs instead of e2008,Peugeot e2008
2020-11-17,comfort is very very very very very very very very very very very very very important,Peugeot e2008
2020-11-17,youre right that is stupid range,Peugeot e2008
2020-11-17,ordered one in early july kept getting later and later delivery dates eventually cancelled the order when they said it would be made in december guess we wouldnt see it until jan earliest appreciate the issues of covid but why were they selling a car they couldnt provide poor service from peugeot,Peugeot e2008
2020-11-17,hi pete ive just ordered one about 5 weeks ago as a lease car so far im struggling to get any idea on delivery date your statement doesnt fill me with confidence,Peugeot e2008
2020-11-17,"one in growing group labeled evs not to buy
happy for others intuition like startups and trully innovative teams
hope to see them soon",Peugeot e2008
2020-11-17,and again the math isnt correct  290whmi is not 466whkm you need to divide by 1609344 not multiply so the correct number is 180whkm a km is a smaller unit than a mile so it is just pure logic that the consumption per km is lower than the consumption per mile,Peugeot e2008
2020-11-17,bare bones ev dacia spring,Peugeot e2008
2020-11-17,1603 reminded me of scrapheap challenge intro music,Peugeot e2008
2020-11-17,"438  according to the ev database the efficiency is 180 whkm

you guys messed up again the conversion from whmi to whkm

you divide the former by 1609 not multiply

466 whkm would be outrageous",Peugeot e2008
2020-11-17,started watching your content a few days ago all cars so far that are not available in canada but im still fascinated by what the rest of the world is doing would love to see some chinese electric cars pop up on your channel as well takes me out of my north american bubble ,Peugeot e2008
2020-11-17,beauty is in the eye of the beholder but that dashboard is butt ugly,Peugeot e2008
2020-11-17,thank you so much for pushing for nondeluxe electrics ive been concerned that automakers are using the ev arrival to up sell us into something i and many others will never afford thats been a consistent message from governments and oil boosters evs are unsuitable for lower classes its  the main reason quebec announced a 2035 0 gas mandate in lieu of 2030,Peugeot e2008
2020-11-17,what i thought all cars have reversing cameras now,Peugeot e2008
2020-11-24,it does,Peugeot e2008
2020-11-17,pretty decent for a 12yr old car,Peugeot e2008
2020-11-17,the psa cars all have crappy range and efficiency they dont seem to be working really hard on it either its like they just put the ev tech they got when they bought opel from gm in every car now and hope they sell enough of them to hit their eu co2 targets the german car brands and ford take a slower pace but they give more of an impression of really putting money and engineers on continously improving their evs,Peugeot e2008
2020-11-17,wow an allegro steering wheel,Peugeot e2008
2020-11-17,its progress jim  but not as we know it  ,Peugeot e2008
2020-11-17,seems only kia  hyundai that dont lie about their range,Peugeot e2008
2020-11-17,finchbevdale2069 i know i have one  shameful is right,Peugeot e2008
2020-11-17,id3 id4 kia soul,Peugeot e2008
2020-11-17,so better off buying a kona then,Peugeot e2008
2020-11-17,the only thing is that the peugeot charges up to 100kw so its better for rushing when you want to unplug at 60 or 70 on the other hand kona has more range more efficient in my opinion i would buy the cheapest one the best deal,Peugeot e2008
2020-11-17,hope its better than the standard 2008 cos its an absolute dog i get them as hire cars and dread when one turns up,Peugeot e2008
2020-11-17,so sounds like it simply needed another 10kwh of battery ,Peugeot e2008
2020-11-17,totally agree that there should be more accent on energy consumption overa all to show how god enough combustion engine cars are,Peugeot e2008
2020-11-17,car showing unusually reduced range due to leadfooted car journos  is it a coincidence that rory reid reviewed this exact same car recently same reg number d,Peugeot e2008
2020-11-17,constructive criticism  the mpg equivalence rant is best placed in your studio sessions rather than in a car review entirely valid and important topic possibly misplaced,Peugeot e2008
2020-11-17,miles or kilometers per kwh seems far better a way of measuring evs  with mpg if i say my car has 30 mpg i know it will actually go that 30 miles multiplied by my fuel tank size  mpge leads to the comical idea of an ev rated for 150 mpge but not able to actually travel 150 miles,Peugeot e2008
2020-11-17,"i like the channel but i am disappointed in the recent reviews the range calculation is wrong no mention of benefits of 100kw charging and cmon you can just ask anyone who drives peugeot they will tell you where the trip meter is 

in my opinion this car is in between zoe and id3 pure yes it has less range but the faster charging will allow you to travel at similar speed or even faster during longer trips",Peugeot e2008
2020-11-17,130 miles range thats awful for 50kwh battery,Peugeot e2008
2020-11-17,i own one of these and have been in contact with the makers about range indications as a very careful driver i get 46 miles per kilo potato but from less than 90 miles showing a couple of nights ago a full charge lifted that to 124 miles though indicating 100 on another page i thinks theres a software glitch i love you btw,Peugeot e2008
2020-11-17,"i think youre incorrect when you say you can see and hate the way this car was clearly designed to have petrol and diesel engines and electric only as effectively an afterthought

it has clearly been stated by the psa group that these new models 208 2008 c4 corsa etc were designed to be built on the same production line irrelevant of power train and manufacture doesnt need to change irrelevant of demand for petrol diesel or electric therefore if demand was towards 100 electric they would simply build them like that

for the costs of electric vehicles to come down to an acceptable and affordable level for the majority of users platforms and bodystyles will need to be shared plus there are still a lot of people that dont wish to shout about the fact theyre driving electric and wish to come across holier than thou as you are increasingly doing on your reviews",Peugeot e2008
2020-11-17,im happy to hear you repeat my rant a few weeks ago on your site about the needless addons that jack up the price and doesnt get into the hands of the average consumer these will not be common vehicles until the gee whizz engineers keep force feeding us what we don want or need which is a a sub 18000 vehicle before incentives i understand the chinese labor costs are different and affect the price there but why are the prices doubled or more just to arrive on other shores as long as the companies are beholden to the fossil fuel industries quarterly dividends to shareholders executives bonuses and salaries and not the customers needs there will not be widespread adoption of evs available to the average consumer i dont need a 8001000 watch or cell phone to be able to tell time or call my friends and family the less expensive versions are widely available my delicate ego can handle it,Peugeot e2008
2020-11-17,wish an engineer design a car to be an ev  uh that would be tesla,Peugeot e2008
2020-11-17,but not many can afford a tesla,Peugeot e2008
2020-11-17,"briankavanagh7191
average price of a new vehicle 38378
model y basic 42000
model 3 basic 37990

savings per year ev over ice 4500

tell me again how not many can afford a tesla  seems not many can afford to pass up such a sweet deal

all figures based on us market",Peugeot e2008
2020-11-17,chris im in the uk a model 3 basic is40490 or 53635 and the model y has not arrived hence my comment not everyone can afford a tesla,Peugeot e2008
2020-11-17,"briankavanagh7191
yes i can certainly understand your pov  there are so many more evs available there and the push to rid the country of ice vehicles means that fewer people are spending big bucks pounds on new ice vehicles  i would love to see significant price reductions in uk and europe for tesla  perhaps in a couple years when the 25000 fsd tesla is produced 

cheers",Peugeot e2008
2020-11-17,the question for robert is this or a mg zs exclusive because that is cheaper and better specced with a similar range or better if roberts experience holds true over long term,Peugeot e2008
2020-11-18,i have the mg and for 22000 im over the moon range has been perfect except for driving it back from dealer in wales on busy m5 with no charge points working no longer a novice i now just know where the super reliable instavolt stations are but have only used x3 as all my charging is at home this car looks very similar to mine probably slightly better range im averaging 17kwh per 100km or 37miles per kwh wife and kids love it just activating the granny cable with wifi switch now as going to bed for the most eco friendly overnight electricity planning to get octopus go when im less frantic at work dont think rob has been to excited by either suv but mg is outselling most others due to price,Peugeot e2008
2020-11-19,i went with the mg over this other than a few nitpicks im very happy with it especially as the dealership had a 6000 discount on top of the 3000 government grant,Peugeot e2008
2020-11-19,stapsell nathaniel in cardiff by any chance thats where i got mine,Peugeot e2008
2020-11-19,the mg its actually made by a vertically integrated battery manufacturer,Peugeot e2008
2020-11-19,insomniavfx panda motors in swansea nice gang,Peugeot e2008
2020-11-17,"great review bobby agree entirely
i hate these cars cant we go back to estates if _anyone_ should be able to make a good estate car its peugeot",Peugeot e2008
2023-01-20,surely we want to care forward not backwards,Peugeot e2008
2023-01-20,csharpe5787 how is returning to a useful form factor going backwards suvs are needlessly heavy and have appalling aerodynamics both of which make suvs particularly bad for the environment its not so bad when farmer joe has one but when most people are buying them thats catastrophic for our planet that is caring backwards,Peugeot e2008
2020-11-17,thanks for the video in the interest of fairness it should be said that 50 of the fuel cost in an ice car is tax so the equivalent mpgs need to be halved,Peugeot e2008
2020-11-17,i love how every ev reviewer feels that they speak for 99 of people when they say 200 miles of range is plenty  i have over 300 miles of range and i can live with it but i would welcome 200 more in a heartbeat  i realize that i dont speak for 99 of people but i do commonly see others with the same opinion  i also realize there is currently a dimishing return on battery size so there is still a practical size limit  im sure as energy density increases over the years the average range will too  ill bet in 10 years 200 mi range will be considered tiny,Peugeot e2008
2020-11-17,it is based on statistics about how people use their cars it could well be that people who have to drive a lot like sales people care more about cars and therefore are more active on car centric social media,Peugeot e2008
2020-11-17,"john as mentioned that 99 is all about statistics these cars are aimed at average users rather than the top 1

if we use usa data as it has higher average mileage than any other country so is basically the worse case scenario usa drivers do around 13500 miles per year on average or 260 miles a week thats  about 37 miles per day on average in the us assuming they drove 7 days a week so even if someone did 5 times us average each day that would still be under 200 miles a day and again this is the worse case country

other countries do much less mileage on average the uk for example does 7400 miles per year on average and has been gradually dropping for the last 30 years it used to be around 12000 a year germany is slightly higher than the uk at 7800  so that works out at about 22 miles per day on average for germany most other countries in europe do less mileage than germany japan is even less at under 6000 miles per year so under 17 miles per day on average less than half the us average

so when an ev reviewer says 200 miles is plenty for most people thats literally what they mean its plenty for most people in the world based on actual statistics

also bear in mind many of these cars are being produced by european and japanese companies for the european and japanese markets

there will always be outliers of course and even for an average user there will be days when the car isnt used and then other days when they do a longer than normal trip",Peugeot e2008
2020-11-17,theboothy666 i still dont think averages dont tell the whole story  if they did people would be happy to have 5 gallon gas tanks in their cars  maybe someday when there are level 2 chargers at every parking spot and dc fast chargers at every highway off ramp then batteries could be smaller  until then ill take as much range as they can practically squeeze into my car,Peugeot e2008
2020-11-17,johnh8268 do you charge at home if i did i could live with a very short range ev like a first gen leaf  it wouldnt be nice occasionally   a car with 150 miles though would make range an issue only on holidays and driving holidays are not that common for me   a car with a huge battery would be capital sitting around doing nothing  perhaps as much as the cost of redecorating the house which would give me more value,Peugeot e2008
2020-11-17,timmurphy5541 i have a nonstandard use case  i work in two different locations that are about 250 miles apart and travel between them weekly  i only have a home charger at one location  i rely on supercharging for travel between locations and while at the second location,Peugeot e2008
2020-11-17,"johnh8268 i agree to an extent i think we do need many more fast chargers than we have now and personally id be uncomfortable with an ev with less than say real world 250 miles range minimum
but i think the 5 gallon tank is a little different with an ice you always have to go to a station to fill up which would be a pain if you needed to do that every day
with evs most people although not all of course  would charge them at home overnight and would only use 3rd party chargers if they were traveling beyond the cars range
with an ev  youve basically got a full tank every time you set off from home
 some people only have on street parking for example so an ev might not be good for them currently especially for a high mileage user",Peugeot e2008
2020-11-17,johnh8268 ah just noticed your post so seems youre basically one of the 1 i can see why a good charging network is important in your use case nice to see youre actually having a go with an ev even though you are definitely not an average user ,Peugeot e2008
2020-11-17,johnh8268 so i think you benefit from a long range ev even if it costs more,Peugeot e2008
2020-11-17,"the text with consumption figures in wh per mile or km are messed up at 440 it states 290 wh per mile and 466 wh per km but since a mile is longer than a kilometer this makes no sense i assume you accidentally did the conversion the wrong way round ie converted 290 miles to 466 km assuming the 290 wh per mile figure is correct it would translate to 180 wh per km which sounds about right this is the second time ive noticed this error in a fully charged ev review

anyway thanks for posting videos like this about the many new ev models that are appearing seems not so long ago that there were only a handful of options ",Peugeot e2008
2020-11-17,"i so agree with you about range its the one things petrol heads embarrass  us ev fans with
you never ask a sales person when buying a gas car how far will this car travel when i fill it with gas
and how long will it take to fill up  elon has most car makers over a barrel",Peugeot e2008
2020-11-17,sorry but this review lacks a lot of research i own this car and many of the complains in this review like the led and trip meter are easily fixed in the infotainment and the range thing have no idea how you can only get 130150 miles i easily get close to 200 this was a bad review i guess if it had been chinese fully charged would praise the heck out of it also funny that you say combustion cars are pointless yet you are leaning on one in the thumbnail that is a normal 2008,Peugeot e2008
2020-11-17,in basic terms it is a converted ice car or as they are called a compliance car where the car maker cant be bothered to do a fully ground up new bev car with good flat floor battery and good range and nice driving so being a compliance car best avoid buying it get a full bev car the range alone be far better in the fully bev,Peugeot e2008
2020-11-17,doesnt like the range then says he doesnt support big batteriesi wonder what hell say about the nio,Peugeot e2008
2020-11-17,also says likes ground up ev engineering not comprised by ice design,Peugeot e2008
2020-11-17,yet another spoton review thank you,Peugeot e2008
2020-11-17,seems like one of the better budget evs havent compared the zoe leaf kona and this closely enough to determine what is the best but they all seem decent so its pretty much up to taste and needs i guess it is at a dissadvantage though as some of the competition is made as pure evs also the cheaper id3 models will probably stir things up altough people seem to like the pretend suvs,Peugeot e2008
2020-11-17,"lets be honest here this suv screams compromise in term of battery efficiency and range the only great feat of the platform it is sitting on is the heat pump even tesla has to play catch up on that  now and the inverter that sustain 100kw dc charging speed it is a car that will be marketed for families and in todays ev world and the lack of 3rd party charging stations im sorry but i will not use this car to go on vacation or to visit relatives living 2hrs away
also regarding all the negative aspects that bobby is findinglike the rear camera absence on a high level trim the indoor led ambiance lights being actually dimmable  and are getting this comments section puzzled you gotta ask yourself what peugeot uk fail to present when they handed the car to him its not the first time psa is kinda not taking fc seriously almost as if theyre trolling",Peugeot e2008
2020-11-17,1120 what no frunk,Peugeot e2008
2020-11-17,stop having a  dig at combustion cars you wouldnt be where you are now if it wasnt for those cars ,Peugeot e2008
2020-11-17,lets be clear  the whole of western civilisation wouldnt be where it is now without ice,Peugeot e2008
2020-11-17,"the ice has immeasurably transformed billions of lives for the better over the last century 
so lets try and give it a bit  of respect shall we
its time is coming to an end  but boy would we be in a worse position without having had the benefits",Peugeot e2008
2020-11-17,bobby touches his thingy to open the door oo eer missis,Peugeot e2008
2020-11-17,but it works ,Peugeot e2008
2020-11-17,hi robert  i can pick up an mg  exclusive at 22000 is this worth the extra money much appreciated thanks,Peugeot e2008
2020-11-17,that steering wheel looks very small and awkward,Peugeot e2008
2020-11-17,somehow i find his reviews boring,Peugeot e2008
2020-11-17,you know i think i come to this channel more often for robert than the electric cars these days,Peugeot e2008
2020-11-17,yeah well a car  metal box on wheels,Peugeot e2008
2020-11-17,i agree i like the color,Peugeot e2008
2020-11-17,sounds to me that if you had this car in a canadian winter you could make it to the supermarket and back ,Peugeot e2008
2020-11-17,lol,Peugeot e2008
2020-11-17,and it would catch fire if you try to charge it,Peugeot e2008
2020-11-17,by far the worst revue on this channel so full of errors you can do better sir,Peugeot e2008
2020-11-17,no point being petty and critical if  your not going to elucidate  thats just attention seeking,Peugeot e2008
2020-11-17,andymccabe6712 his mistakes were already pointed out in the comments no need to mention them again,Peugeot e2008
2020-11-17,"took me 2 minutes to look up the 2008 manual pdf
trip meter is classified as optional information where the total distance is permanent information in variable locations depending on the view mode used

press settings select configuration on connect radio or options on connect nav then instrument panel personalisation
select personal 1 or personal 2
select the information you wantie trip computer
save  exit
use that personal 1 or personal 2 mode",Peugeot e2008
2020-11-17,"come on   you know kryters doesnt do sums or tech
give him a break",Peugeot e2008
